   ,SPECIES_ID,SPECIES_NAME,ALPHA_CODE,Download,TAXONOMIC_ORDER,SCI_NAME,RECOMENDSIZE,ALLOWABLESIZE,ENDANGERED,RAPTOR,GAMEBIRD
499,4290,Black-chinned Hummingbird,BCHU,5,550,Archilochus alexandri,X,X,,,
500,4300,Costa's Hummingbird,COHU,5,552,Calypte costae,X,X,,,
501,4310,Anna's Hummingbird,ANHU,5,551,Calypte anna,X,X,,,
502,4320,Broad-tailed Hummingbird,BTLH,5,554,Selasphorus platycercus,X,X,,,
503,4330,Rufous Hummingbird,RUHU,5,555,Selasphorus rufus,X,X,,,
504,4340,Allen's Hummingbird,ALHU,5,556,Selasphorus sasin,X,X,,,
505,4350,Bumblebee Hummingbird,BUHU,5,553,Atthis heloisa,X,X,,,
506,4360,Calliope Hummingbird,CAHU,5,559,Selasphorus calliope,X,X,,,
507,4361,Jamaican Mango,JAMA,5,542,Anthracothorax mango,X,X,,,
508,4362,Green Mango,GRMA,5,541,Anthracothorax viridis,X,X,,,
509,4363,Green-throated Carib,GTCA,5,543,Eulampis holosericeus,X,X,,,
510,4364,Antillean Crested Hummingbird,ACHU,5,562,Orthorhyncus cristatus,X,X,,,
511,4366,Green-breasted Mango,GREM,5,539,Anthracothorax prevostii,X,X,,,
512,4370,Lucifer Hummingbird,LUHU,5,548,Calothorax lucifer,X,X,,,
513,4371,Bahama Woodstar,BAWO,5,547,Nesophlox evelynae,X,X,,,
514,4380,Rufous-tailed Hummingbird,RUFH,5,564,Amazilia tzacatl,X,X,,,
515,4381,Berylline Hummingbird,BEHU,5,563,Amazilia beryllina,X,X,,,
516,4390,Buff-bellied Hummingbird,BUFH,5,565,Amazilia yucatanensis,X,X,,,
517,4391,Violet-crowned Hummingbird,VCHU,5,566,Amazilia violiceps,X,X,,,
518,4401,White-eared Hummingbird,WEHU,5,568,Hylocharis leucotis,X,X,,,
519,4402,Puerto Rican Emerald,PREM,5,560,Chlorostilbon maugaeus,X,X,,,
520,4408,Hybrid Hummingbird,HYHU,5,557,,X,X,,,
521,4409,Unidentified Hummingbird,UNHU,5,558,,X,X,,,
522,4410,Broad-billed Hummingbird,BBLH,5,561,Cynanthus latirostris,X,X,,,
1027,8610,White-rumped Swiftlet,WRSW,5,534,Aerodramus spodiopygius,"0, 1, 1C","0, 1, 1C",,,
1028,8620,Purple-capped Fruit Dove,PCFD,5,475,Ptilinopus porphyraceus,"3A, 4","3A, 4, 3B",,,
1029,8630,Collared Kingfisher,COLK,5,573,Todiramphus chloris,"2, 3, 3B","2, 3, 3B, 3A",,,
1041,8750,Long-tailed Cuckoo,LTCU,5,491,Eudynamys taitensis,"3, 3B, 3A","3, 3B, 3A",,,
1042,8760,Many-colored Fruit Dove,MCFD,5,474,Ptilinopus perousii,"3A, 3B","3A, 3B, 4",,,
1043,8770,Pacific Pigeon,PAPI,5,477,Ducula pacifica,6,6,,,
1044,8780,Shy Ground Dove,SHGD,5,473,Alopecoenas stairi,"3A, 4","3A, 4",Y,,
1045,8790,Micronesian Kingfisher,MICK,5,574,Todiramphus cinnamominus,3,3,Y,,
1047,9067,Antillean Mango,ANMA,5,540,Anthracothorax dominicus,X,X,,,
1048,9071,Streamertail,STTL,5,567,Trochilus polytmus,X,X,,,
1049,9081,Jamaican Tody,JATO,5,571,Todus todus,0,0,,,
1073,9986,Hybrid Nonpasserine,HYNO,5,607,,"1A, 3A, 4, 4A, 5, 6, 7, 7A, 7B","1A, 3A, 4, 4A, 5, 6, 7, 7A, 7B",,,
1074,9996,Hybrid Passerine,HYPA,5,608,,"0, 0A, 1, 1A, 1B, 1D, 3A, 3B","0, 0A, 1, 1A, 1B, 1D, 3A, 3B",,,
523,4411,Rose-throated Becard,RTBE,6,685,Pachyramphus aglaiae,"1B, 1A, 1","1B, 1A, 1",,,
524,4420,Fork-tailed Flycatcher,FTFL,6,684,Tyrannus savana,"1A, 1B, 1","1A, 1B, 1",,,
525,4430,Scissor-tailed Flycatcher,STFL,6,683,Tyrannus forficatus,1A,"1A, 1B",,,
526,4440,Eastern Kingbird,EAKI,6,680,Tyrannus tyrannus,1B,"1B, 1A",,,
527,4450,Gray Kingbird,GRAK,6,681,Tyrannus dominicensis,"1A, 1D, 1B","1A, 1D, 1B, 2",,,
528,4451,Thick-billed Kingbird,TBKI,6,678,Tyrannus crassirostris,1A,1A,,,
529,4452,Loggerhead Kingbird,LOKI,6,682,Tyrannus caudifasciatus,"1A, 1B","1A, 1B",,,
530,4460,Tropical Kingbird,TRKI,6,675,Tyrannus melancholicus,"1A, 1B, 1D","1A, 1B, 1D",,,
531,4461,Couch's Kingbird,COKI,6,676,Tyrannus couchii,"1A, 1B","1A, 1B",,,
532,4470,Western Kingbird,WEKI,6,679,Tyrannus verticalis,"1A, 1B","1A, 1B",,,
533,4480,Cassin's Kingbird,CAKI,6,677,Tyrannus vociferans,1A,"1A, 1B",,,
534,4490,Great Kiskadee,GKIS,6,673,Pitangus sulphuratus,"2, 1D","2, 1D, 1A",,,
535,4510,Sulphur-bellied Flycatcher,SBFL,6,674,Myiodynastes luteiventris,"1B, 1A","1B, 1A",,,
536,4520,Great Crested Flycatcher,GCFL,6,667,Myiarchus crinitus,"1A, 1B","1A, 1B, 1P",,,
537,4530,Brown-crested Flycatcher,BCFL,6,668,Myiarchus tyrannulus,1A,"1A, 1B, 1P",,,
538,4531,Nutting's Flycatcher,NUFL,6,666,Myiarchus nuttingi,1B,1B,,,
539,4540,Ash-throated Flycatcher,ATFL,6,665,Myiarchus cinerascens,"1B, 1A, 1","1B, 1A, 1",,,
540,4550,Dusky-capped Flycatcher,DCFL,6,664,Myiarchus tuberculifer,"1B, 1, 1C","1B, 1, 1C",,,
541,4551,La Sagra's Flycatcher,LSFL,6,669,Myiarchus sagrae,"1, 1B, 1C","1, 1B, 1C",,,
542,4552,Puerto Rican Flycatcher,PRFL,6,671,Myiarchus antillarum,"1B, 1A, 1","1B, 1A, 1",,,
543,4553,Stolid Flycatcher,STOF,6,670,Myiarchus stolidus,1B,"1B, 1, 1A",,,
544,4554,Lesser Antillean Flycatcher,LESF,6,672,Myiarchus oberi,1B,1B,,,
545,4560,Eastern Phoebe,EAPH,6,660,Sayornis phoebe,"0, 1C, 1","0, 1C, 1, 0A",,,
546,4570,Say's Phoebe,SAPH,6,661,Sayornis saya,"1, 1C","1, 1C, 0, 1B",,,
547,4580,Black Phoebe,BLPH,6,659,Sayornis nigricans,"1, 1C","1, 1C, 0, 1B",,,
548,4590,Olive-sided Flycatcher,OSFL,6,636,Contopus cooperi,"1B, 1, 1C","1B, 1, 1C, 1A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories",,
549,4600,Greater Pewee,GRPE,6,637,Contopus pertinax,"1B, 1","1B, 1",,,
550,4610,Eastern Wood-Pewee,EAWP,6,639,Contopus virens,"0A, 0, 1C, 1","0A, 0, 1C, 1",,,
551,4620,Western Wood-Pewee,WEWP,6,638,Contopus sordidulus,"0A, 0, 1C, 1","0A, 0, 1C, 1",,,
552,4621,Cuban Pewee,CUPE,6,640,Contopus caribaeus,"0, 0A, 1","0, 0A, 1",,,
553,4622,Lesser Antillean Pewee,LAPE,6,643,Contopus latirostris,"0, 0A, 1C","0, 0A, 1C, 1",,,
554,4623,Jamaican Pewee,JAPE,6,641,Contopus pallidus,"0, 1C, 1","0, 1C, 1",,,
555,4624,Hispaniolan Pewee,HIPE,6,642,Contopus hispaniolensis,"0, 1C, 1","0, 1C, 1",,,
556,4630,Yellow-bellied Flycatcher,YBFL,6,644,Empidonax flaviventris,"0A, 0","0A, 0, 1C",,,
557,4640,Cordilleran Flycatcher,COFL,6,656,Empidonax occidentalis,"0A, 0","0A, 0, 1C",,,
558,4641,Pacific-slope Flycatcher,PSFL,6,654,Empidonax difficilis,"0A, 0","0A, 0, 1C",,,
559,4649,Western Flycatcher,WEFL,6,655,,"0A, 0","0A, 0, 1C",,,
560,4650,Acadian Flycatcher,ACFL,6,645,Empidonax virescens,"0A, 0","0A, 0, 1C",Ontario,,
561,4660,Willow Flycatcher,WIFL,6,648,Empidonax traillii,"0A, 0","0A, 0, 1C",,,
562,4661,Alder Flycatcher,ALFL,6,646,Empidonax alnorum,"0A, 0","0A, 0, 1C",,,
563,4664,Southwestern Willow Flycatcher,SWFL,6,649,Empidonax traillii extimus,"0, 0A","0, 0A, 1C",Y,,
564,4669,Traill's Flycatcher,TRFL,6,647,,"0A, 0","0A, 0, 1, 1C",,,
565,4670,Least Flycatcher,LEFL,6,650,Empidonax minimus,"0A, 0","0A, 0, 1C",,,
566,4679,Unidentified Empidonax,UNEM,6,658,,"0A, 0","0A, 0",,,
567,4680,Hammond's Flycatcher,HAFL,6,651,Empidonax hammondii,"0A, 0","0A, 0, 1C",,,
568,4690,Dusky Flycatcher,DUFL,6,653,Empidonax oberholseri,"0A, 0","0A, 0, 1C",,,
569,4691,Gray Flycatcher,GRFL,6,652,Empidonax wrightii,"0A, 0","0A, 0, 1C",,,
570,4700,Buff-breasted Flycatcher,BBFL,6,657,Empidonax fulvifrons,"0A, 0","0A, 0, 1C",,,
571,4710,Vermilion Flycatcher,VEFL,6,662,Pyrocephalus rubinus,"0, 0A, 1C, 1","0, 0A, 1C, 1",,,
572,4711,Greenish Elaenia,GREL,6,632,Myiopagis viridicata,"0A, 0","0A, 0",,,
573,4720,Northern Beardless-Tyrannulet,NBTY,6,630,Camptostoma imberbe,"0A, 0","0A, 0",,,
574,4721,Caribbean Elaenia,CAEL,6,633,Elaenia martinica,"1, 1C, 0, 1B","1, 1C, 0, 1B",,,
575,4730,Eurasian Skylark,EUSK,6,744,Alauda arvensis,1B,1B,,,
576,4740,Horned Lark,HOLA,6,745,Eremophila alpestris,1B,"1B, 1, 1A",British Columbia,,
577,4741,Streaked Horned Lark,SHLA,6,746,Eremophila alpestris strigata,1B,1B,Y,,
578,4750,Black-billed Magpie,BBMA,6,729,Pica hudsonia,"4, 3A, 3B","4, 3A, 3B, 3, 4A",,,
579,4760,Yellow-billed Magpie,YBMA,6,730,Pica nuttalli,3A,"3A, 3B, 4",,,
580,4770,Blue Jay,BLJA,6,721,Cyanocitta cristata,"2, 3, 2A","2, 3, 2A, 3B",,,
581,4780,Steller's Jay,STJA,6,720,Cyanocitta stelleri,"3, 2, 3B","3, 2, 3B, 3A",,,
582,4790,Florida Scrub-Jay,FLSJ,6,722,Aphelocoma coerulescens,"3, 2, 2A","3, 2, 2A",Y,,
583,4810,Western Scrub-Jay,WESJ,6,725,Aphelocoma californica,"3, 2, 2A","3, 2, 2A, 3B",,,
584,4811,Island Scrub-Jay,ISSJ,6,724,Aphelocoma insularis,"3, 3B","3, 3B, 3A",,,
585,4813,California Scrub-Jay,CASJ,6,723,Aphelocoma californica,"3, 2, 2A","3, 2, 2A",,,
586,4820,Mexican Jay,MEJA,6,727,Aphelocoma wollweberi,"3A, 3B","3A, 3B, 3",,,
587,4830,Green Jay,GREJ,6,718,Cyanocorax yncas,"2, 2A, 3","2, 2A, 3",,,
588,4832,Brown Jay,BRJA,6,717,Psilorhinus morio,"4A, 4, 3A","4A, 4, 3A",,,
589,4840,Canada Jay,CAJA,6,716,Perisoreus canadensis,"3, 2, 2A","3, 2, 2A",,,
590,4860,Common Raven,CORA,6,740,Corvus corax,"7A, 6, 7","7A, 6, 7, 7B",,,
591,4870,Chihuahuan Raven,CHRA,6,739,Corvus cryptoleucus,"5, 5A","5, 5A, 6",,,
592,4880,American Crow,AMCR,6,732,Corvus brachyrhynchos,"5, 5A","5, 5A, 6",,,
593,4890,Northwestern Crow,NOCR,6,733,Corvus caurinus,"4A, 4","4A, 4, 5",,,
594,4892,Hawaiian Crow,HCRO,6,738,Corvus hawaiiensis,6,6,Y,,
595,4900,Fish Crow,FICR,6,737,Corvus ossifragus,"4A, 4","4A, 4, 5",,,
596,4910,Clark's Nutcracker,CLNU,6,728,Nucifraga columbiana,"3, 3B, 3A","3, 3B, 3A",,,
597,4920,Pinyon Jay,PIJA,6,719,Gymnorhinus cyanocephalus,"3, 2, 2A","3, 2, 2A, 3A",,,
762,6110,Purple Martin,PUMA,6,747,Progne subis,"1D, 1A, 2","1D, 1A, 2",,,
763,6112,Gray-breasted Martin,GBMA,6,749,Progne chalybea,1A,1A,,,
764,6113,Caribbean Martin,CAMA,6,748,Progne dominicensis,1A,1A,,,
765,6120,Cliff Swallow,CLSW,6,755,Petrochelidon pyrrhonota,"1, 1C","1, 1C, 0",,,
766,6121,Cave Swallow,CASW,6,756,Petrochelidon fulva,"1, 1C","1, 1C",,,
767,6130,Barn Swallow,BARS,6,757,Hirundo rustica,"1, 0","1, 0, 0A, 1C","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories",,
768,6140,Tree Swallow,TRES,6,750,Tachycineta bicolor,"1, 0, 1C","1, 0, 1C, 0A",,,
769,6150,Violet-green Swallow,VGSW,6,751,Tachycineta thalassina,"1, 0, 1C","1, 0, 1C, 0A",,,
770,6151,Bahama Swallow,BAHS,6,752,Tachycineta cyaneoviridis,"0, 1, 1C","0, 1, 1C",,,
771,6160,Bank Swallow,BANS,6,754,Riparia riparia,"0, 1C, 1, 0A","0, 1C, 1, 0A","Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Québec, Saskatchewan, Yukon Territory, Northwest Territories",,
772,6170,Northern Rough-winged Swallow,NRWS,6,753,Stelgidopteryx serripennis,"0, 1C, 1, 0A","0, 1C, 1, 0A",,,
776,6210,Northern Shrike,NSHR,6,692,Lanius borealis,"2, 1D","2, 1D",,,
777,6211,Brown Shrike,BRSH,6,689,Lanius cristatus,"1B, 1A","1B, 1A",,,
778,6220,Loggerhead Shrike,LOSH,6,690,Lanius ludovicianus,"1D, 1A, 2","1D, 1A, 2","Alberta, Manitoba, Ontario, Québec, Saskatchewan",,
780,6227,San Clemente Loggerhead Shrike,SLSH,6,691,Lanius ludovicianus mearnsi,"1D, 1A, 2","1D, 1A, 2",Y,,
781,6230,Black-whiskered Vireo,BWVI,6,711,Vireo altiloquus,"1, 1C","1, 1C",,,
782,6240,Red-eyed Vireo,REVI,6,709,Vireo olivaceus,"1C, 1, 0","1C, 1, 0, 1B",,,
783,6250,Yellow-green Vireo,YGVI,6,710,Vireo flavoviridis,"1, 1C, 0","1, 1C, 0",,,
784,6260,Philadelphia Vireo,PHVI,6,708,Vireo philadelphicus,"0, 0A","0, 0A, 1, 1C",,,
785,6270,Warbling Vireo,WAVI,6,707,Vireo gilvus,"0, 1C, 1","0, 1C, 1, 0A",,,
786,6280,Yellow-throated Vireo,YTVI,6,701,Vireo flavifrons,"1C, 1","1C, 1, 0",,,
787,6290,Blue-headed Vireo,BHVI,6,704,Vireo solitarius,"1C, 1, 0","1C, 1, 0",,,
788,6291,Plumbeous Vireo,PLVI,6,702,Vireo plumbeus,"1C, 1, 0","1C, 1, 0",,,
789,6292,Cassin's Vireo,CAVI,6,703,Vireo cassinii,"1C, 1, 0","1C, 1, 0",,,
790,6299,Solitary Vireo,SOVI,6,705,,"1C, 1, 0","1C, 1, 0",,,
791,6300,Black-capped Vireo,BCVI,6,699,Vireo atricapilla,"0, 1C, 0A, 1","0, 1C, 0A, 1",,,
792,6310,White-eyed Vireo,WEVI,6,693,Vireo griseus,"0, 0A","0, 0A, 1, 1C",,,
793,6320,Hutton's Vireo,HUVI,6,706,Vireo huttoni,0,"0, 0A, 1C",,,
794,6330,Bell's Vireo,BEVI,6,697,Vireo bellii,0,"0, 0A, 1, 1C",,,
795,6331,Puerto Rican Vireo,PRVI,6,696,Vireo latimeri,"0, 1, 1C","0, 1, 1C",,,
796,6334,Least Bell's Vireo,LBVI,6,698,Vireo bellii pusillus,0,0,Y,,
797,6340,Gray Vireo,GRVI,6,700,Vireo vicinior,"1, 1C","1, 1C, 0",,,
965,7700,Hawaii Elepaio,HAEL,6,743,Chasiempis sandwichensis,"1, 0, 1C","1, 0, 1C",,,
966,7701,Oahu Elepaio,OAEL,6,742,Chasiempis ibidis,1,1,Y,,
967,7702,Kauai Elepaio,KAEL,6,741,Chasiempis sclateri,"1, 0","1, 0, 0A",,,
1023,8560,Tinian Monarch,TIMO,6,715,Monarcha takatsukasae,"0, 1C","0, 1C",,,
1024,8570,Mariana Crow,MARC,6,731,Corvus kubaryi,"4, 4A","4, 4A",Y,,
1032,8660,Cardinal Honeyeater,CAHO,6,686,Myzomela cardinalis,"1, 1C, 0","1, 1C, 0",,,
1033,8670,Wattled Honeyeater,WAHO,6,687,Foulehaio carunculatus,"1A, 1D, 2","1A, 1D, 2",,,
1034,8680,Micronesian Honeyeater,MIHO,6,688,Myzomela rubratra,"1, 1B","1, 1B",,,
1035,8690,Rufous Fantail,RUFA,6,713,Rhipidura rufifrons,"0A, 0","0A, 0",,,
1036,8691,Fiji Shrikebill,FISH,6,714,Clytorhynchus vitiensis,"1A, 1B","1A, 1B, 1D, 1P, 2",,,
1040,8740,Black Drongo,BLDR,6,712,Dicrurus macrocercus,2,2,,,
1050,9094,Sad Flycatcher,SAFL,6,663,Myiarchus barbirostris,"1C, 1","1C, 1",,,
1051,9099,Yellow-bellied Elaenia,YBEL,6,634,Elaenia flavogaster,"1, 1B","1, 1B",,,
1052,9101,Greater Antillean Elaenia,GAEL,6,635,Elaenia fallax,"0A, 0","0A, 0",,,
1053,9102,Jamaican Elaenia,JAEL,6,631,Myiopagis cotta,"0A, 0","0A, 0",,,
1054,9107,Jamaican Crow,JACR,6,735,Corvus jamaicensis,6,6,,,
1060,9130,Thick-billed Vireo,TBVI,6,694,Vireo crassirostris,"1C, 1","1C, 1, 0",,,
1061,9132,Jamaican Vireo,JAVI,6,695,Vireo modestus,0,0,,,
598,4930,European Starling,EUST,7,873,Sturnus vulgaris,"2, 3, 2A","2, 3, 2A",,,
599,4931,Crested Myna,CRMY,7,874,Acridotheres cristatellus,"3, 2","3, 2",,,
600,4932,Common Myna,COMY,7,877,Acridotheres tristis,"3A, 3B, 3","3A, 3B, 3, 4",,,
601,4934,Hill Myna,HIMY,7,878,Gracula religiosa,3,3,,,
602,4935,Jungle Myna,JUMY,7,876,Acridotheres fuscus,"3B, 3","3B, 3",,,
773,6180,Bohemian Waxwing,BOWA,7,889,Bombycilla garrulus,1A,"1A, 1B, 1D",,,
774,6190,Cedar Waxwing,CEDW,7,890,Bombycilla cedrorum,1B,"1B, 1A",,,
775,6200,Phainopepla,PHAI,7,893,Phainopepla nitens,1B,"1B, 1, 1A",,,
779,6226,Japanese White-eye,JAWE,7,806,Zosterops japonicus,"0A, 0","0A, 0, 1",,,
818,6510,Olive Warbler,OLWA,7,894,Peucedramus taeniatus,"0, 0A","0, 0A",,,
870,6960,Eastern Yellow Wagtail,EYWA,7,880,Motacilla tschutschensis,"1, 1C","1, 1C, 0",,,
871,6970,American Pipit,AMPI,7,887,Anthus rubescens,"1, 1C","1, 1C, 0, 0A",,,
872,6983,Olive-backed Pipit,OBPI,7,884,Anthus hodgsoni,"1, 1C","1, 1C",,,
873,6990,Red-throated Pipit,RTPI,7,886,Anthus cervinus,"1, 1C","1, 1C",,,
874,7000,Sprague's Pipit,SPPI,7,888,Anthus spragueii,"1, 1C","1, 1C, 0","Alberta, Manitoba, Saskatchewan",,
875,7010,American Dipper,AMDI,7,796,Cinclus mexicanus,"2, 1D, 1A","2, 1D, 1A",,,
876,7020,Sage Thrasher,SATH,7,865,Oreoscoptes montanus,"1B, 1A, 1D","1B, 1A, 1D","Alberta, British Columbia, Saskatchewan",,
877,7030,Northern Mockingbird,NOMO,7,868,Mimus polyglottos,"2, 1D, 1A","2, 1D, 1A",,,
