GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS630319528,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS646567294,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS646567294,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS632705278,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS629774125,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635868580,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635868580,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635868580,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS640540981,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS640540981,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS655324639,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS634199762,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS634199762,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS634199762,9, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS634199762,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS631900399,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS631900399,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS631900399,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635550054,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635550054,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635550054,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633069312,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633069312,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS645143793,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS628550941,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS628550941,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639265823,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639265823,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS589701877,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS619431436,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639544997,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639544997,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639544997,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639544997,4, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS644746281,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633856044,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633856044,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633856044,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635929304,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS635929304,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS635929304,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS644533950,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS644533950,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS641404654,19,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS627605244,11,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS627605244,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639645262,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639645262,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639545985,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639545985,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639545985,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639545985,7, Unknown Sex and Age (7),
URN:CornellLabOfOrnithology:EBIRD:OBS633847191,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633847191,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS679471961,4,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS679471961,4, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS645645801,4,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS642606408,10,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS637048980,13,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS637048980,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638575499,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638575499,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638575499,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS633630948,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633630948,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS644977456,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS644977456,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633461441,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633461441,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633461441,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS642673014,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS642673014,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638907903,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638907903,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS638260382,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS638260382,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633786774,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633786774,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633786774,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633786774,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS613464428,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS613464428,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS640456665,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS640456665,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS638699638,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS638699638,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS631908480,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS631908480,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS631908480,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS643746560,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS643746560,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS629817440,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS610368241,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS594115487,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS599361307,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS633862352,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS633862352,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS602281977,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS634910343,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS634910343,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS634910343,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS602294293,6,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS602294293,4, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS639895643,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS639895643,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS632911583,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS632911583,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS638316421,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS640912968,2,Unknown Sex,Immature 
