GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS299090175,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299090175,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299090175,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299090175,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299086326,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299086326,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72122871,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS139950368,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS139950368,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS139950368,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS74880545,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72205966,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS867822789,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS867822789,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS78748428,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS78748428,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS78748428,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72188158,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72188158,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72923725,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72923725,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73157540,22,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73157540,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS76481098,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146539051,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146539051,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71759219,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72392992,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72392992,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS74888265,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS72565379,12,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72565379,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73439181,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72382908,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72382908,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69432374,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69432374,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73350696,8,Unknown Sex and Age (8),
URN:CornellLabOfOrnithology:EBIRD:OBS73350696,12, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73583212,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS73583212,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73158140,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73158140,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299090214,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72465003,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72465003,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72465003,10, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72598227,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72598227,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72598227,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69303376,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS69303376,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71674397,12,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71674397,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146536613,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146536613,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72498469,8,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72498469,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS74376891,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS66550539,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS75142814,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72531450,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS75213774,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS75409907,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72581790,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72581790,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73250684,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73250684,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72806014,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72806014,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72806014,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522205845,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522205845,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS618997053,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS618997053,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS900721632,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS900721632,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS1170816831,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS1170816831,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS1170816831,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72108469,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72108469,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73209948,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS73209948,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS75409958,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS70238220,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS62124271,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS671902825,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS671902825,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS867680708,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS867680708,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS867680708,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73733646,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS70240313,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS70240313,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS69435732,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72670188,2,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72670188,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73183162,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73730283,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS82568894,5,Unknown Sex and Age (5),
URN:CornellLabOfOrnithology:EBIRD:OBS75177128,10,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS75177128,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72596828,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72596828,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72919052,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72919052,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71281242,4,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS71281242,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72767904,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73144659,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73144659,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73884470,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS73772147,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73772147,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72959158,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72959158,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS214962288,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS214962288,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS214962288,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72914580,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72914580,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72914580,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71360227,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71360227,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71360227,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72276695,8,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS434614603,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS434614603,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71908344,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71908344,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71908344,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71908344,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS71908344,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72190727,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72190727,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72190727,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS72190727,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71516547,14,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71516547,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS74069227,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS74069227,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS71194047,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71194047,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS329514736,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS329514736,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146538688,3,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146538688,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS74169512,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72744791,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS74059126,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS74059126,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS74059126,4, Unknown Sex and Age (4),
URN:CornellLabOfOrnithology:EBIRD:OBS74059126,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73727611,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS72768258,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73284580,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS73284580,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS73284580,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS73231779,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS562731602,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS562731602,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS694278424,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS694278424,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS72325632,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS70848260,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS70848260,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS71894647,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91502541,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91502541,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95413427,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS101996384,10,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS98143529,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93523468,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS80643750,2,Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS96067853,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96067853,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS89138466,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89138466,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS921922282,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95844152,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95844152,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97694104,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS97674350,11,Unknown Sex and Age (11),
URN:CornellLabOfOrnithology:EBIRD:OBS94819494,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94819494,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94182433,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94182433,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96356809,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94928533,20,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94928533,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97011094,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97011094,1, Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS135118127,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS135118127,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96150531,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94906987,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94906987,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94329200,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94329200,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96680653,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS325205326,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94345019,9,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94345019,4, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS89482292,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93990271,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96067771,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94065140,10,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94065140,12, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93876999,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96661988,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS90832219,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS90832219,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS333341723,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS89469446,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89469446,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95394837,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95394837,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93172171,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93172171,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS712885622,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96639480,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96639480,14, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95356476,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95356476,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95356476,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95356476,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS299075794,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS299075794,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS98347945,1,Unknown Sex and Age (1),
URN:CornellLabOfOrnithology:EBIRD:OBS95393829,3,Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS95393829,7, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95393829,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94916200,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94916200,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96662998,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96662998,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94321155,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96597303,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS89837696,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89837696,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94543295,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95283054,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95283054,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95283054,4, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS95283054,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS83351292,4,Unknown Sex and Age (4),
URN:CornellLabOfOrnithology:EBIRD:OBS94894312,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS775562743,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS325205451,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94486542,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS107933105,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146542571,1,Female,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS146542571,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS146542571,1, Male,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS325205510,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS96662966,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS96662966,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS92894873,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS92894873,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95640581,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95640581,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS107933721,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS107933721,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93467657,6,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93467657,10, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93467657,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94821900,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94821900,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94069556,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94069556,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS90776217,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95082559,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95082559,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97653516,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS97182424,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS88396203,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95546332,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95546332,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS89977225,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94324665,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94324665,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94324665,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS293747947,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS293747947,3, Unknown Sex and Age (3),
URN:CornellLabOfOrnithology:EBIRD:OBS293747947,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS99372882,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95244253,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95244253,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96067816,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS96067816,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89277674,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89277674,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS89277674,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS91405946,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94414612,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94414612,8, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS97315564,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS94182691,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95778557,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95778557,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS100791633,7,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS888130660,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS888130660,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93973232,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS1010377378,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93844647,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS95613862,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS95613862,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS82621191,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS132980651,20,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS132980651,10, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS98061894,1,Male,Unknown Age 
URN:CornellLabOfOrnithology:EBIRD:OBS102088168,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94897982,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS94897982,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS344149197,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS344149197,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS93730200,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS93730200,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS94566668,5,Unknown Sex,Adult 
